Item_Identifier,Low_Fat,Regular,Dairy,Soft_Drinks,Meat,Fruits_Vegetables,Household,Baking,Snack,Fronzen_Foods,Breakfast,Health_Hygiene,Hard_Drinks,Canned,Breads,Starchy,Others,Seafood,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility,Item_Weight,Item_Identifier_8,Item_Identifier_6,Item_Identifier_7,Item_Identifier_3,Item_Identifier_5,Item_Identifier_4,Item_Identifier_9,Item_Identifier_2,Item_Identifier_1,Outlet_Year,Outlet_Freq
FDX35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,226.3036,OUT013,1987,3,3,2,4098.6648,0.09504806,5.035,0,0,0,0,1,0,0,0,0,5485,5485
FDD51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0744,OUT049,1999,2,1,2,452.744,0.1378631344,11.15,0,1,0,0,0,0,0,0,0,5423,5423
FDY27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.3344,OUT018,2009,2,3,3,3211.8192,0.0319008986,6.38,0,0,0,0,1,0,0,0,0,5436,5436
NCN06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,162.2868,OUT046,1997,1,1,2,2620.5888,0.13684706119999998,8.39,0,0,0,0,1,0,0,0,0,5393,5393
FDR57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155.5288,OUT035,2004,1,2,2,1414.1592,0.0234947455,5.675,0,0,0,0,0,0,0,1,0,5506,5506
FDL32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.1544,OUT049,1999,2,1,2,1565.9616,0.16630633025,15.7,0,0,0,0,1,0,0,0,0,5423,5423
FDW46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.9484,OUT018,2009,2,3,3,1043.9744,0.07922537166666667,13.0,0,1,0,0,0,0,0,0,0,5436,5436
NCO17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.844,OUT027,1985,2,3,4,3115.944,0.08264165216666666,10.0,0,0,1,0,0,0,0,0,0,8702,5481
FDR19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145.3102,OUT013,1987,3,3,2,729.051,0.159815557,13.5,0,1,0,0,0,0,0,0,0,5485,5485
FDJ33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125.173,OUT017,2007,3,2,2,2956.152,0.088425921,8.895,0,0,0,0,0,1,0,0,0,5419,5419
FDB15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0568,OUT046,1997,1,1,2,527.3136,0.15018024814285713,10.895,0,0,1,0,0,0,0,0,0,5393,5393
FDA52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.437,OUT045,2002,2,2,2,1058.622,0.12836369099999997,16.2,0,0,0,0,1,0,0,0,0,5471,5471
FDZ08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.1592,OUT027,1985,2,3,4,1320.9472,0.11005425349999999,12.5,0,0,1,0,0,0,0,0,0,8702,5481
FDR27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9942,OUT017,2007,3,2,2,3047.3666,0.10545557542857142,15.1,0,0,1,0,0,0,0,0,0,5419,5419
NCK42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,217.6192,OUT046,1997,1,1,2,1725.7536,0.0131293495,7.474999999999999,0,0,0,0,0,1,0,0,0,5393,5393
FDZ12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144.847,OUT019,1985,1,1,1,143.147,0.1169549194,9.17,0,1,0,0,0,0,0,0,0,8702,3221
FDM60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.5138,OUT018,2009,2,3,3,446.7518,0.048233614,10.8,0,0,0,0,1,0,0,0,0,5436,5436
NCI31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.019,OUT018,2009,2,3,3,585.904,0.09790965628571427,20.0,0,0,1,0,0,0,0,0,0,5436,5436
FDX39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,210.3586,OUT049,1999,2,1,2,6331.758,0.05632953279999999,14.3,0,0,0,0,1,0,0,0,0,5423,5423
NCV05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153.4656,OUT017,2007,3,2,2,1853.5872,0.0342965486,10.1,0,0,0,0,1,0,0,0,0,5419,5419
FDX16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,149.105,OUT046,1997,1,1,2,2247.075,0.074691792,17.85,0,1,0,0,0,0,0,0,0,5393,5393
DRK12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,OUT010,1998,1,3,1,33.29,0.04193088985714286,9.5,1,0,0,0,0,0,0,0,0,3400,3400
NCA05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.6734,OUT017,2007,3,2,2,445.4202,0.028939897599999997,20.75,0,1,0,0,0,0,0,0,0,5419,5419
DRG51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.6526,OUT010,1998,1,3,1,657.8104,0.013116012799999998,12.1,0,0,0,0,1,0,0,0,0,3400,3400
NCR30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.4696,OUT018,2009,2,3,3,223.7088,0.08793059516666667,20.6,0,1,0,0,0,0,0,0,0,5436,5436
NCE31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.1216,OUT046,1997,1,1,2,727.0536,0.200588393,7.67,1,0,0,0,0,0,0,0,0,5393,5393
FDM56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.1912,OUT019,1985,1,1,1,218.3824,0.083367473,16.7,0,0,0,0,1,0,0,0,0,8702,3221
FDP24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119.5756,OUT013,1987,3,3,2,2665.8632,0.09103602042857142,20.6,0,0,1,0,0,0,0,0,0,5485,5485
DRM37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.6768,OUT010,1998,1,3,1,591.2304,0.116070294,15.35,0,0,1,0,0,0,0,0,0,3400,3400
FDN56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142.6786,OUT013,1987,3,3,2,2311.6576,0.11715062175,5.46,1,0,0,0,0,0,0,0,0,5485,5485
DRE60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.772,OUT049,1999,2,1,2,7017.532,0.17949263000000001,9.395,0,1,0,0,0,0,0,0,0,5423,5423
FDW49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,180.6002,OUT019,1985,1,1,1,895.501,0.09036129325,19.5,0,0,0,0,0,0,1,0,0,8702,3221
FDM20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,243.8144,OUT046,1997,1,1,2,4655.2736,0.03874801133333333,10.0,0,0,0,0,1,0,0,0,0,5393,5393
FDK15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2042,OUT019,1985,1,1,1,198.4084,0.12179141516666665,10.8,0,1,0,0,0,0,0,0,0,8702,3221
FDK48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.3354,OUT049,1999,2,1,2,451.4124,0.037673586499999995,7.445,0,0,0,0,1,0,0,0,0,5423,5423
FDO49,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.7008,OUT019,1985,1,1,1,50.6008,0.039229479,10.6,0,0,0,0,0,1,0,0,0,8702,3221
FDC09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.1332,OUT018,2009,2,3,3,615.1992,0.029882333599999998,15.5,0,0,0,0,1,0,0,0,0,5436,5436
NCZ41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126.1704,OUT013,1987,3,3,2,876.1928,0.0645285495,19.85,0,0,0,0,1,0,0,0,0,5485,5485
FDP19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128.1652,OUT046,1997,1,1,2,2454.1388,0.20282439775,11.5,0,1,0,0,0,0,0,0,0,5393,5393
FDQ24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250.4724,OUT019,1985,1,1,1,251.6724,0.08489050919999999,15.7,0,0,0,0,1,0,0,0,0,8702,3221
DRL11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,159.0946,OUT045,2002,2,2,2,4102.6596,0.0480433672,10.5,0,0,0,0,1,0,0,0,0,5471,5471
FDO36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177.766,OUT035,2004,1,2,2,2696.49,0.08954734119999999,19.7,0,0,0,0,1,0,0,0,0,5506,5506
FDN52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.9198,OUT027,1985,2,3,4,1569.9564,0.13093275,13.181,0,0,0,0,0,0,0,0,1,8702,5481
FDF21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,188.653,OUT010,1998,1,3,1,189.753,0.0667729792,10.3,0,0,1,0,0,0,0,0,0,3400,3400
FDU40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,192.7478,OUT013,1987,3,3,2,3099.9648,0.041636079166666666,20.85,0,1,0,0,0,0,0,0,0,5485,5485
FDS51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4194,OUT049,1999,2,1,2,743.0328,0.03214522633333333,13.35,0,0,0,1,0,0,0,0,0,5423,5423
FDE45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177.8002,OUT046,1997,1,1,2,1611.9018,0.04796580225,12.1,0,0,0,0,1,0,0,0,0,5393,5393
FDX50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.7228,OUT035,2004,1,2,2,1215.7508,0.080967613875,20.1,1,0,0,0,0,0,0,0,0,5506,5506
NCN14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184.2608,OUT019,1985,1,1,1,367.5216,0.11377942816666668,19.1,0,1,0,0,0,0,0,0,0,8702,3221
FDQ21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120.8756,OUT018,2009,2,3,3,3150.5656,0.01946363433333333,21.25,0,1,0,0,0,0,0,0,0,5436,5436
FDV57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181.766,OUT027,1985,2,3,4,7370.406,0.06591680520000001,15.25,0,0,1,0,0,0,0,0,0,8702,5481
FDB44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,209.2586,OUT013,1987,3,3,2,2954.8204,0.016943371,6.655,0,0,0,0,1,0,0,0,0,5485,5485
FDG52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.7402,OUT013,1987,3,3,2,643.1628,0.0656277532,13.65,0,0,0,0,1,0,0,0,0,5485,5485
FDL38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.4172,OUT019,1985,1,1,1,89.2172,0.017732145,13.8,0,0,1,0,0,0,0,0,0,8702,3221
NCS54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176.737,OUT049,1999,2,1,2,4940.236,0.010957627857142856,13.6,0,0,1,0,0,0,0,0,0,5423,5423
DRL37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.577,OUT035,2004,1,2,2,735.709,0.0533881235,15.5,0,0,1,0,0,0,0,0,0,5506,5506
FDA43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196.6794,OUT013,1987,3,3,2,1170.4764,0.0734438434,10.895,0,0,0,0,1,0,0,0,0,5485,5485
FDZ39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101.799,OUT017,2007,3,2,2,1135.189,0.018044975833333334,19.7,0,1,0,0,0,0,0,0,0,5419,5419
FDG45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211.8902,OUT018,2009,2,3,3,3823.0236,0.145460707,8.1,0,1,0,0,0,0,0,0,0,5436,5436
FDH10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195.0478,OUT013,1987,3,3,2,1549.9824,0.058118815,21.0,1,0,0,0,0,0,0,0,0,5485,5485
FDO10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58.3588,OUT010,1998,1,3,1,114.5176,0.014183264833333334,13.65,1,0,0,0,0,0,0,0,0,3400,3400
FDS35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.2826,OUT027,1985,2,3,4,1033.3216,0.11133328583333334,9.3,0,1,0,0,0,0,0,0,0,8702,5481
FDI41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,145.1418,OUT027,1985,2,3,4,4561.3958,0.06896943614285714,18.5,1,0,0,0,0,0,0,0,0,8702,5481
FDN21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163.1236,OUT027,1985,2,3,4,2416.854,0.085097136,18.6,0,0,1,0,0,0,0,0,0,8702,5481
NCO18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176.8686,OUT045,2002,2,2,2,2133.2232,0.0246841202,13.15,0,0,0,0,1,0,0,0,0,5471,5471
FDB34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.2198,OUT018,2009,2,3,3,1482.7366,0.029202658142857142,15.25,0,0,1,0,0,0,0,0,0,5436,5436
FDD05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121.5098,OUT013,1987,3,3,2,2892.2352,0.018186468875,19.35,1,0,0,0,0,0,0,0,0,5485,5485
FDX59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.0558,OUT027,1985,2,3,4,984.7182,0.0516656826,10.195,0,0,0,0,1,0,0,0,0,8702,5481
FDZ23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,185.424,OUT010,1998,1,3,1,745.696,0.07401766442857143,17.75,0,0,1,0,0,0,0,0,0,3400,3400
FDX27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7436,OUT046,1997,1,1,2,1323.6104,0.1296048592,20.7,0,0,0,0,1,0,0,0,0,5393,5393
FDV07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.4228,OUT017,2007,3,2,2,1547.3192,0.031304950250000005,9.5,0,0,0,0,1,0,0,0,0,5419,5419
FDR14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5298,OUT017,2007,3,2,2,647.1576,0.2001860656,11.65,0,0,0,0,1,0,0,0,0,5419,5419
FDO01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128.7994,OUT045,2002,2,2,2,1798.9916,0.0207303146,21.1,0,0,0,0,1,0,0,0,0,5471,5471
FDO13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166.3526,OUT017,2007,3,2,2,1973.4312,0.0703319244,7.865,0,0,0,0,1,0,0,0,0,5419,5419
FDU25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.0246,OUT035,2004,1,2,2,1737.738,0.026712826,12.35,0,0,1,0,0,0,0,0,0,5506,5506
NCK54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.715,OUT027,1985,2,3,4,1864.24,0.02951097733333333,12.15,0,1,0,0,0,0,0,0,0,8702,5481
FDZ56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168.1474,OUT013,1987,3,3,2,1516.0266,0.028948053833333334,16.25,0,1,0,0,0,0,0,0,0,5485,5485
NCL55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,253.704,OUT017,2007,3,2,2,5060.08,0.07691980749999999,12.15,0,0,0,0,1,0,0,0,0,5419,5419
FDD59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.296,OUT045,2002,2,2,2,2157.192,0.06624349933333333,10.5,0,0,0,0,0,1,0,0,0,5471,5471
FDJ55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0404,OUT017,2007,3,2,2,5400.9696,0.025528778000000002,12.8,1,0,0,0,0,0,0,0,0,5419,5419
FDA45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,177.637,OUT027,1985,2,3,4,5469.547,0.15538706959999998,21.25,0,0,0,0,1,0,0,0,0,8702,5481
DRF23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172.8396,OUT010,1998,1,3,1,174.4396,0.13460348642857142,4.61,1,0,0,0,0,0,0,0,0,3400,3400
FDT49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105.728,OUT017,2007,3,2,2,1278.336,0.15153307514285716,7.0,1,0,0,0,0,0,0,0,0,5419,5419
NCO17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120.644,OUT035,2004,1,2,2,1917.504,0.08264165216666666,10.0,0,0,1,0,0,0,0,0,0,5506,5506
FDH22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128.1678,OUT035,2004,1,2,2,1017.3424,0.1363940155,6.405,0,0,0,0,0,0,0,1,0,5506,5506
FDT34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104.2964,OUT049,1999,2,1,2,1998.7316,0.19145948257142859,9.3,0,0,1,0,0,0,0,0,0,5423,5423
FDB39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9272,OUT045,2002,2,2,2,615.1992,0.0443732326,11.6,0,0,0,0,1,0,0,0,0,5471,5471
FDQ22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.1822,OUT045,2002,2,2,2,314.2576,0.029727163666666667,16.75,0,0,0,1,0,0,0,0,0,5471,5471
NCN43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122.973,OUT010,1998,1,3,1,123.173,0.0086802472,12.15,0,1,0,0,0,0,0,0,0,3400,3400
FDG57,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.2034,OUT049,1999,2,1,2,1020.6714,0.078498725625,14.7,1,0,0,0,0,0,0,0,0,5423,5423
FDR20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.7744,OUT035,2004,1,2,2,1222.4088,0.0281975702,20.0,0,1,0,0,0,0,0,0,0,5506,5506
FDU22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120.2124,OUT019,1985,1,1,1,474.0496,0.11097375325,12.35,0,0,0,0,1,0,0,0,0,8702,3221
NCC43,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250.9066,OUT017,2007,3,2,2,1506.0396,0.0929768584,7.389999999999999,0,0,0,0,1,0,0,0,0,5419,5419
FDP01,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150.5682,OUT010,1998,1,3,1,762.341,0.07766425766666667,20.75,0,0,0,1,0,0,0,0,0,3400,3400
FDF52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184.2292,OUT018,2009,2,3,3,1277.0044,0.078691241125,9.3,0,0,0,0,0,0,1,0,0,5436,5436
FDZ33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147.6076,OUT035,2004,1,2,2,3547.3824,0.11900040928571429,10.195,1,0,0,0,0,0,0,0,0,5506,5506
FDP48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.395,OUT027,1985,2,3,4,6042.135,0.0440799338,7.52,0,0,0,0,1,0,0,0,0,8702,5481
FDW56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,192.2162,OUT010,1998,1,3,1,384.8324,0.07893845,7.68,0,1,0,0,0,0,0,0,0,3400,3400
FDC26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110.6886,OUT018,2009,2,3,3,1223.0746,0.143551838,10.195,0,0,0,0,1,0,0,0,0,5436,5436
FDF34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200.0084,OUT018,2009,2,3,3,2182.4924,0.015613550833333335,9.3,0,1,0,0,0,0,0,0,0,5436,5436
FDJ33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123.473,OUT035,2004,1,2,2,1478.076,0.088425921,8.895,0,0,0,0,0,1,0,0,0,5506,5506
FDD04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.2154,OUT045,2002,2,2,2,1418.154,0.10135682750000001,16.0,0,1,0,0,0,0,0,0,0,5471,5471
NCJ31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239.2196,OUT013,1987,3,3,2,5061.4116,0.1827098992,19.2,0,0,0,0,1,0,0,0,0,5485,5485
FDO57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,161.7578,OUT046,1997,1,1,2,2888.2404,0.13095122271428572,20.75,0,0,1,0,0,0,0,0,0,5393,5393
FDM36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.1422,OUT027,1985,2,3,4,5518.1504,0.06504203142857143,11.65,0,0,1,0,0,0,0,0,0,8702,5481
NCY05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.2874,OUT046,1997,1,1,2,741.0354,0.055038363,13.5,0,0,0,0,1,0,0,0,0,5393,5393
FDS44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241.7538,OUT027,1985,2,3,4,9133.4444,0.1757396485,12.65,0,1,0,0,0,0,0,0,0,8702,5481
FDZ39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101.199,OUT035,2004,1,2,2,1857.582,0.018044975833333334,19.7,0,1,0,0,0,0,0,0,0,5506,5506
NCM31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143.3154,OUT017,2007,3,2,2,2836.308,0.08143529675,6.095,0,0,0,0,0,1,0,0,0,5419,5419
DRK11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150.8392,OUT013,1987,3,3,2,2982.784,0.0123908792,8.21,0,1,0,0,0,0,0,0,0,5485,5485
FDO34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165.9816,OUT010,1998,1,3,1,167.7816,0.03284596057142857,17.7,0,0,1,0,0,0,0,0,0,3400,3400
NCL30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127.3336,OUT035,2004,1,2,2,1150.5024,0.04889788775,18.1,0,0,0,0,0,1,0,0,0,5506,5506
FDK28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,259.2646,OUT017,2007,3,2,2,9275.9256,0.0744928494,5.695,0,0,0,0,1,0,0,0,0,5419,5419
DRJ39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.3482,OUT035,2004,1,2,2,5038.1086,0.0363275035,20.25,0,1,0,0,0,0,0,0,0,5506,5506
NCP06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152.3366,OUT027,1985,2,3,4,2115.9124,0.043058524285714286,20.7,0,0,1,0,0,0,0,0,0,8702,5481
FDE33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.3644,OUT027,1985,2,3,4,1885.5456,0.05976290128571428,19.35,0,0,1,0,0,0,0,0,0,8702,5481
FDZ44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.6808,OUT049,1999,2,1,2,703.0848,0.04797037816666667,8.185,0,1,0,0,0,0,0,0,0,5423,5423
FDV46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.718,OUT018,2009,2,3,3,2656.542,0.014207654666666666,18.2,0,1,0,0,0,0,0,0,0,5436,5436
NCO06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.3558,OUT035,2004,1,2,2,713.0718,0.12012992766666668,19.25,0,1,0,0,0,0,0,0,0,5506,5506
DRG03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.4998,OUT013,1987,3,3,2,1691.7978,0.07031997300000001,14.5,0,0,0,0,1,0,0,0,0,5485,5485
FDU37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.196,OUT013,1987,3,3,2,2157.192,0.10446143225,9.5,0,0,0,0,1,0,0,0,0,5485,5485
FDI57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196.8768,OUT013,1987,3,3,2,2561.9984,0.05406748271428571,19.85,0,0,1,0,0,0,0,0,0,5485,5485
FDM45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119.7756,OUT013,1987,3,3,2,2059.9852,0.088312261,8.655,0,0,0,0,1,0,0,0,0,5485,5485
FDC26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109.2886,OUT035,2004,1,2,2,1334.2632,0.143551838,10.195,0,0,0,0,1,0,0,0,0,5506,5506
FDU14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.375,OUT027,1985,2,3,4,10236.675,0.0394150026,17.75,0,0,0,0,1,0,0,0,0,8702,5481
FDB26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.464,OUT046,1997,1,1,2,692.432,0.0312840848,14.0,0,0,0,0,1,0,0,0,0,5393,5393
FDC29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.0176,OUT018,2009,2,3,3,1488.7288,0.024224406,8.39,0,0,1,0,0,0,0,0,0,5436,5436
FDY58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,228.9694,OUT017,2007,3,2,2,6622.7126,0.040068738,11.65,0,0,0,1,0,0,0,0,0,5419,5419
FDR59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,260.4594,OUT035,2004,1,2,2,3139.9128,0.069269363875,14.5,1,0,0,0,0,0,0,0,0,5506,5506
FDS03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8826,OUT027,1985,2,3,4,1614.565,0.098523256,7.825,0,1,0,0,0,0,0,0,0,8702,5481
FDR43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.319,OUT013,1987,3,3,2,585.904,0.175127046125,18.2,1,0,0,0,0,0,0,0,0,5485,5485
FDZ25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,169.379,OUT027,1985,2,3,4,5602.707,0.027619404400000002,15.7,0,1,0,0,0,0,0,0,0,8702,5481
NCN26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117.1808,OUT045,2002,2,2,2,703.0848,0.0335241715,10.85,0,0,0,0,1,0,0,0,0,5471,5471
FDO38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.2986,OUT018,2009,2,3,3,1012.6818,0.0729624448,17.25,0,0,0,0,1,0,0,0,0,5436,5436
FDP28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,261.2936,OUT017,2007,3,2,2,3131.9232,0.087556270625,13.65,1,0,0,0,0,0,0,0,0,5419,5419
